,DATE,CSUSHPISA,ASPNHSUS,CPIHOSNS,EVACANTUSQ176N,GDI,GDP,LFUN25TTUSM647S,MORTGAGE30US,MSPNHSUS,PERMIT,PERMIT1,POP,QTAXT01QTAXCAT1USNO,TLRESCONS,USAUCSFRCONDOSMSAMID,UMCSENT,UNRATE,FEDFUNDS,Year,Month,Day
213,2021-04-01,249.07,434800.0,277.258,15657.0,23279.192,23292.362,5596000.0,3.06,376600.0,1714.0,1130.0,332038.862,117063.0,776420.0,281299.14220665075,88.3,6.1,0.07,2021,4,1
214,2021-05-01,253.407,445300.0,278.648,15507.333333333334,23279.192,23292.362,5340000.0,2.9625,390400.0,1680.0,1118.0,332106.81,117063.0,788956.0,285947.705710666,82.9,5.8,0.06,2021,5,1
215,2021-06-01,258.358,431900.0,280.366,15357.666666666666,23279.192,23292.362,5684000.0,2.975,374700.0,1644.0,1081.0,332181.181,117063.0,801854.0,290947.11126225354,85.5,5.9,0.08,2021,6,1
216,2021-07-01,262.82,462100.0,281.604,15208.0,23832.79,23828.973,5060000.0,2.868,406000.0,1618.0,1057.0,332281.395,120784.0,816412.0,295434.6357720616,81.2,5.4,0.1,2021,7,1
217,2021-08-01,266.845,470000.0,282.391,15141.666666666666,23832.79,23828.973,4817000.0,2.8425,404300.0,1837.0,1065.0,332433.994,120784.0,822881.0,298623.6738291201,70.3,5.2,0.09,2021,8,1
218,2021-09-01,270.377,470600.0,283.744,15075.333333333334,23832.79,23828.973,4509000.0,2.9,413200.0,1636.0,1062.0,332544.706,120784.0,828998.0,300570.0646534246,72.8,4.8,0.08,2021,9,1
219,2021-10-01,273.725,487700.0,285.31,15009.0,24613.597,24654.603,4228000.0,3.0675,427300.0,1727.0,1097.0,332642.317,263869.0,838559.0,302477.76155300555,71.7,4.5,0.08,2021,10,1
220,2021-11-01,277.21,498800.0,286.308,15067.333333333334,24613.597,24654.603,3826000.0,3.0675,430300.0,1775.0,1141.0,332741.721,263869.0,862744.0,305063.9733766264,67.4,4.2,0.08,2021,11,1
221,2021-12-01,281.342,491000.0,287.511,15125.666666666666,24613.597,24654.603,3571000.0,3.098,410000.0,1948.0,1148.0,332838.487,263869.0,891046.0,308251.30627719173,70.6,3.9,0.08,2021,12,1
222,2022-01-01,285.92400000000004,501200.0,289.889,15184.0,25142.006,25029.116,3646000.0,3.4450000000000003,430500.0,1898.0,1242.0,332913.239,166287.0,922478.0,312636.3434094885,67.2,4.0,0.08,2022,1,1
223,2022-02-01,291.153,522200.0,291.504,15226.666666666666,25142.006,25029.116,3477000.0,3.7625,427400.0,1817.0,1199.0,332923.325,166287.0,941637.0,317888.2875685056,62.8,3.8,0.08,2022,2,1
224,2022-03-01,296.445,511800.0,293.577,15269.333333333334,25142.006,25029.116,3160000.0,4.172,435900.0,1877.0,1135.0,332993.972,166287.0,959067.0,324063.20077229035,59.4,3.6,0.2,2022,3,1
225,2022-04-01,300.573,562400.0,295.259,15312.0,25695.778,25544.273,3202000.0,4.9825,458200.0,1795.0,1085.0,333117.831,125810.0,975266.0,330234.7172534941,65.2,3.6,0.33,2022,4,1
226,2022-05-01,303.762,521500.0,297.868,15321.333333333334,25695.778,25544.273,3249000.0,5.23,450700.0,1708.0,1033.0,333250.655,125810.0,979044.0,335749.5989646244,58.4,3.6,0.77,2022,5,1
227,2022-06-01,304.724,472000.0,300.927,15330.666666666666,25695.778,25544.273,3199000.0,5.522,432700.0,1701.0,948.0,333383.566,125810.0,965400.0,340359.3992349507,50,3.6,1.21,2022,6,1
228,2022-07-01,303.879,564900.0,302.327,15340.0,26149.666,25994.639,3079000.0,5.4125,478200.0,1658.0,918.0,333537.25,125203.0,939588.0,342781.9275922354,51.5,3.5,1.68,2022,7,1
229,2022-08-01,301.473,530800.0,304.506,15091.0,26149.666,25994.639,3283000.0,5.2225,440300.0,1586.0,885.0,333709.887,125203.0,917150.0,343150.6791278697,58.2,3.7,2.33,2022,8,1
230,2022-09-01,299.353,530100.0,306.521,14842.0,26149.666,25994.639,3075000.0,6.112,477700.0,1588.0,865.0,333887.159,125203.0,900993.0,341891.6650739597,58.6,3.5,2.56,2022,9,1
231,2022-10-01,298.873,543300.0,307.816,14593.0,26198.159,26408.405,3376000.0,6.9,496800.0,1555.0,850.0,334064.228,290536.0,887097.0,340680.9939061552,59.9,3.7,3.08,2022,10,1
232,2022-11-01,298.269,527400.0,308.72,14762.666666666666,26198.159,26408.405,3318000.0,6.805,462300.0,1402.0,795.0,334216.939,290536.0,874829.0,339686.97060799174,56.7,3.6,3.78,2022,11,1
233,2022-12-01,297.413,568700.0,310.725,14932.333333333334,26198.159,26408.405,3008000.0,6.364,479500.0,1409.0,748.0,334356.155,290536.0,863102.0,338784.16377049714,59.8,3.5,4.1,2022,12,1
234,2023-01-01,297.03,495600.0,313.747,15102.0,26485.425,26813.601,3136000.0,6.2725,432100.0,1354.0,748.0,334483.547,178744.0,865778.0,337601.0131613219,64.9,3.4,4.33,2023,1,1
235,2023-02-01,297.53700000000003,499100.0,315.431,15084.333333333334,26485.425,26813.601,3242000.0,6.2575,433300.0,1482.0,796.0,334582.114,178744.0,857211.0,336736.3331695245,66.9,3.6,4.57,2023,2,1
236,2023-03-01,298.637,519600.0,316.514,15066.666666666666,26485.425,26813.601,3109000.0,6.544,438900.0,1437.0,829.0,334691.406,178744.0,856947.0,336675.21771938173,62,3.5,4.65,2023,3,1
237,2023-04-01,300.213,500900.0,317.278,15049.0,26625.732,27063.012,3281000.0,6.342499999999999,417200.0,1417.0,856.0,334815.541,132136.0,834713.0,337633.6556933657,63.7,3.4,4.83,2023,4,1
238,2023-05-01,302.566,495800.0,318.205,15090.0,26625.732,27063.012,3355000.0,6.425,421200.0,1496.0,902.0,334944.293,132136.0,864027.0,339249.44786298973,59,3.7,5.06,2023,5,1
239,2023-06-01,304.593,507800.0,320.002,15131.0,26625.732,27063.012,3322000.0,6.714,417600.0,1441.0,924.0,335082.618,132136.0,870655.0,341175.16206770035,64.2,3.6,5.08,2023,6,1
240,2023-07-01,306.767,507600.0,321.087,15172.0,26956.46,27644.463,3181000.0,6.84,435800.0,1443.0,930.0,335244.204,132136.0,865747.0,342912.29941276973,71.5,3.5,5.12,2023,7,1
241,2023-08-01,309.155,526400.0,321.894,15172.0,26956.46,27644.463,3353000.0,7.072,439900.0,1541.0,948.0,335413.676,132136.0,885776.0,344524.2885197164,69.4,3.8,5.33,2023,8,1
242,2023-09-01,311.175,515400.0,323.563,15172.0,26956.46,27644.463,3438000.0,7.2,422300.0,1471.0,963.0,335587.795,132136.0,884184.0,345742.1536381841,67.9,3.8,5.33,2023,9,1
